text,sentiment,brand
It's the same every starbucks Iced Americano. It feels refreshing... The Starbucks located here is busy so you have to queue for a long time. Please note,positive,Starbucks
2x ke sini parah sekali servicenya. Ketus-ketus. Cepet berbenah kalian,negative,Starbucks
Cozy place,positive,Starbucks
Suka sekali apalagi dengan green tea walau mahal 60k hiks:( cuman cocok lah buat kencan musiknya adem tidak terlalu keras buat kerja atau nanya kerjaan bisa sekali colokan buat ngechas bisa santai lah mana Deket sekali sama toilet jadi gampang,positive,Starbucks
Paling favorite ya starbuck di 23 paskal,positive,Starbucks
Pegawainya kurang ramah,negative,Starbucks
Kenceng internetnya __,positive,Starbucks
Ngarugikeun batur,negative,Starbucks
Hari jumat 20 des say order take away tpi barangnya ada yang kurang .mohon ketelitiannya,negative,Starbucks
Jice places with always have peak seasons visitors. A bit queing to have table and chair. Need to improve more chair. The barista was vwry nice humble and helpfull,positive,Starbucks
Mahal,positive,Starbucks
Selalu kesini,positive,Starbucks
Nyaman,positive,Starbucks
Good vibes.. Nice _ as usual.. Friendly barista ____,positive,Starbucks
Beli 2 botol saja harus nunggu 1jam... Parah bangeeeeettt pelayanan nya,negative,Starbucks
Buset diminuman ada semut jiji,negative,Starbucks
Salah satu store starbucks yang selalu penuh pas weekend. Tempatnya lumayan besar dan ada 2 meja besar yang cukup untuk 8org. Ada smoking dan non-smoking area.,positive,Starbucks
Setidaknya ada orang yang kusus untuk pesanan yang online gojek grab sudah hampir 1jam belum juga di proses 20 orang ngantri Krn konsumen yang di layani DTG ke tempat di utamakan dlu sdgkn yang online ngantri GK ad ke pastian pdhl bkn makanan in hanya kopi' St botol kemasan Starbucks konsumen yang online ngeluhnya ke drever bkn pada resto nya kita kerja bkn mau nunggu lama antrian panjang dan se harus Nya ad perbaikan di penjualan online St kasir kurang gesit byk nunggu 2 perkerja sedikit 3 masih bingung tingkat kerja nya proses lama mohon di benah LG tuk menejemennya sebagai komando time,negative,Starbucks
Resto sampah..kalau tidak mau ada driver online..jangan jualan online boss,negative,Starbucks
Terbaik untuk nongkrong,positive,Starbucks
Cafe yang populer di Indonesia selain memiliki rasa yang khas.juga.bisa dijadikan tempat nongkrong,positive,Starbucks
Baristanya super jutek sangat tidak welcome sekali. Bad sekali..,negative,Starbucks
It's just comfortable to sit over here and enjoy your coffee,positive,Starbucks
Located near Hejo Lobby at 23 Paskal Mall.,positive,Starbucks
Setidaknya ada orang yang kusus untuk pesanan yang online gojek grab sudah hampir 1jam belum juga di proses 20 orang ngantri Krn konsumen yang di layani DTG ke tempat di utamakan dlu sdgkn yang online ngantri GK ad ke pastian pdhl bkn makanan in hanya kopi' St botol kemasan Starbucks konsumen yang online ngeluhnya ke drever bkn pada resto nya kita kerja bkn mau nunggu lama antrian panjang dan se harus Nya ad perbaikan di penjualan online St kasir kurang gesit byk nunggu 2 perkerja sedikit 3 masih bingung tingkat kerja nya proses lama mohon di benah LG tuk menejemennya sebagai komando time,negative,Starbucks
Lama menunggu dan tidak adil dalam pelayanan,negative,Starbucks
Rame,positive,Starbucks
Pelayanan kurang ramah,negative,Starbucks
Resto sampah..kalau tidak mau ada driver online..jangan jualan online boss,negative,Starbucks
Love the ambience,positive,Starbucks
Good Service,positive,Starbucks
Tidak ada mushola __,negative,Starbucks
Senang suasananya happy,positive,Starbucks
Order drink with soy milk and was given drink with normal milk... I have strong allergy for normal milk and that is dangerous for me. Bad uncareful service!,negative,Starbucks
Rasanya sudah beda tidak kaya dulu,positive,Starbucks
Tempat nongkrong kereen,positive,Starbucks
Tidak ada mushola __,negative,Starbucks
Pelayanan lama,negative,Starbucks
Ya gitu we starbak sama dimana mana juga,positive,Starbucks
Kantor perusahaan CV riksabuana hebat pelayanan nya,positive,Starbucks
Teu rame sepi,negative,Starbucks
Jelek,negative,Starbucks
Ngarugikeun batur,negative,Starbucks
Baik,positive,Starbucks
Coffee shop yang nyaman,positive,Starbucks
Avoid weekend __ Nothing special with the Taro cake __,positive,Starbucks
Buset diminuman ada semut jiji,negative,Starbucks
Regas,negative,Starbucks
Nice branch. Clean and spacious located near the entrance. Lot's of seating. Staff were pleasant and friendly. The red velvet cookie was divine.,positive,Starbucks
Pelayanan kak dewi (cashier) jutek sekali. Sedih !,negative,Starbucks
Saya driver saya dapet orderan di starbuck saya sudah jauh jauh di cancel sama resto nya tidak tau alasan nya apa mana hujan saran kalau mau cancel minimal langsung atau hubungi driver dulu terus kalau belum siap melayani orderan gofood tolong di ttup aplikasi nya soalnya merugikan driver jauh jauh le resto pas sudah mau sampai di cancel resto terimakasih jika ada tanggapan saya naikan bintangnya,negative,Starbucks
Hari jumat 20 des say order take away tpi barangnya ada yang kurang .mohon ketelitiannya,negative,Starbucks
Ini enak tempatnya...spot fav yang samping jendela bolong,positive,Starbucks
Tempatnya nyaman bgtt buat nugaas,positive,Starbucks
Kasirnya jutek sekali!! Minuman tidak sesuai request. Bad experience______,negative,Starbucks
The idea of __using a paper straw at Starbucks is a stupid idea,negative,Starbucks
Weekend pagi - siang tidak terlalu ramai,positive,Starbucks
Tempat cukup nyaman standar cafe pada umumnya. Belum ada hal istimewa yang berkesan,positive,Starbucks
Nothing special... too dark ambiance...,positive,Starbucks
They have manual brew,positive,Starbucks
Good place,positive,Starbucks
Coffee______,positive,Starbucks
Ar,positive,Starbucks
Tempat favorit untuk kerjain tugas. topp,positive,Starbucks
Asekkkkk akhirnyaaa nonggol jugaa cimahi memang menakjubkan segaka ada yaa...wilujeng sumping stbx,positive,Starbucks
Kok gini yah pelayanan star buck. Saya minta Refill air panas untuk teh yang saya sudah beli. Pelayan nya bilang enggak boleh Saya mau beli lagi teh tetapi jangan di seduh TIDAK BOLEH KATANYA,negative,Starbucks
Nyaman buat nongkrong,positive,Starbucks
Baik semua,positive,Starbucks
Nice place but sometimes there's too much people,positive,Starbucks
Hebat untuk ngopi______,positive,Starbucks
Sempit,positive,Starbucks
SEKELAS SBUCKS MINIM COLOKAN?! ARE U SERIOUS!? ____,negative,Starbucks
This is my favorite place for working...,positive,Starbucks
Bersih tempat ny. dan baik pelayanan ny,negative,Starbucks
Starbucks cabang yang @PVJbandung kenapa tisue harus minta di counter ke petugas nya. Dan kenapa karyawan shift sore saat hari ini tidak bisa bahasa inggis sedikit pun. Mohon maaf yaa harus bilang seperti ini.,negative,Starbucks
Wc nya kotor air nya tidak ada kotor sekali,positive,Starbucks
Kasirnya jutek sekali!! Minuman tidak sesuai request. Bad experience______,negative,Starbucks
Smgat burk,negative,Starbucks
PELAYANAN SANGAT BURUK DAN SANGAT LAMA,negative,Starbucks
Baik sekali,positive,Starbucks
Tidak melayani pembeli dengan ramah,negative,Starbucks
Ngarugikeun batur,negative,Starbucks
Very small non smoking area,negative,Starbucks
Untuk yang di dalam pelayanannya sangat baik tetapi untuk tukang parkirnya pelayanannya sangat buruk. Membantu keluar motor tetapi sangat tidak ikhlas. Bahkan sampai ngatain saya orang tak berakal hanya karna saya lewat jalur yang kecil (motor bisa lewat). Mohon untuk pegawainya lebih dididik lagi untuk kenyamanan bersama juga.,negative,Starbucks
As expected from starbucks but the ambience is not that good as it's always packed there,positive,Starbucks
Excellent location for starbucks. However this cafe has this strange chinese food aroma in it..which i believed came from restaurants nearby. This surely messed my coffee time. I wish they would do something to keep the aroma away so people can enjoy the usual Starbucks clean coffee ish scent.,positive,Starbucks
Kopinya enak,positive,Starbucks
Nice coffee and foods... but the waitress forgot my one order and let me wait for 40 mins. Then the waitress even gave me glass with broken edges. Be more careful.,negative,Starbucks
Jelek,negative,Starbucks
Finally ada di Cimahi ______ Tempatnya Slayyyy.. ______,positive,Starbucks
Suka sama ambience nya. Bikin produktif..,positive,Starbucks
Tempat hangout,positive,Starbucks
Cocok buat hangout bareng temen,positive,Starbucks
Pegawainya kurang ramah,negative,Starbucks
Nunggu lama,negative,Starbucks
Good,positive,Starbucks
Spacey stores but the AC is so hot,positive,Starbucks
Wooowwwwww pelayanannya menakjubkan sekali,positive,Starbucks
Musim ujan dingin bat ACnya wkwkwkw,positive,Starbucks
__ suka ada promo di sini,positive,Starbucks
Yuhuuuu... Cimahi ternyata sudah punya starbak. menakjubkan lah __ Tempatnya nyaman sekali..,positive,Starbucks
Chill in,positive,Starbucks
Tolong kalou sudah tutup aplikasi gobiz nya di matiin jangan sampai driver bingung,negative,Starbucks
Nice place,positive,Starbucks
Enak tempatnya,positive,Starbucks
Bukan penggemar kopi mahal,negative,Starbucks
Kalau tidak niat buka sampe jam 9 jangan tulis di google jam 9 Setiap mau pesan fi jam 8 lebih selalu sudah close order,negative,Starbucks
Mahal,negative,Starbucks
Produk izraelllaaaahhh....,negative,Starbucks
Tidak lagi_ saya ke ST Paskal. ST paling buruk di bdg Mana judes sekali si kakak nya ____,negative,Starbucks
Beli cappucino rasa nya kaya kopi sachet,negative,Starbucks
Uhuyyyy pokonyaaaa,positive,Starbucks
Cozy place to stop by for a coffee and cake. The cheesecake is yummy!,positive,Starbucks
Siiip,positive,Starbucks
Bad experience staff Hasbi,negative,Starbucks
Recommended,positive,Starbucks
Hebat,positive,Starbucks
Kesini karna harga beverages lebih rendah dibanding dengan cabang2 starbucks lainnya disekitar Bandung-Cimahi.. tempatnya nyaman.. ada semi outdor nya untuk ruang merokok.. tempatnya cukup luas untuk WFC..,positive,Starbucks
Baik suasana nya,positive,Starbucks
There's no power plug outside to recharge your gadgets.,positive,Starbucks
Tidak melayani pembeli dengan ramah,negative,Starbucks
Kurang baik dalam melayani pesanan online..buat driver kecewa..lebih d perbaiki kualitas pegawai nya,negative,Starbucks
Lama,negative,Starbucks
Tempat nongkrong yang nyaman ____,positive,Starbucks
Recomanded,positive,Starbucks
Enak buat nyantai,positive,Starbucks
Mahal saja ah starbuck mah,positive,Starbucks
Nice place...,positive,Starbucks
Lebih mendahulukan yang datang ke resto! dibanding ojek online! sangat disayangkan !!!!,negative,Starbucks
Gara gara ada ajn saya males kesitu dan ini Starbucks dari israel,negative,Starbucks
Service kurang baik.Harus ada penambahan karyawan lagi.Jangan sampai membuat customer menunggu pesanan lama.,negative,Starbucks
When you need coffee,positive,Starbucks
Baik,positive,Starbucks
Pegawainya kurang ramah,negative,Starbucks
Lebih mendahulukan yang datang ke resto! dibanding ojek online! sangat disayangkan !!!!,negative,Starbucks
Resto sampah..kalau tidak mau ada driver online..jangan jualan online boss,negative,Starbucks
Tempatnya cozy. lebih cocok untuk ngobrol suasananya. lahan parkir luas,positive,Starbucks
Bagus,positive,Starbucks
Orderan di lewat terus,negative,Starbucks
Beli kopi disini kalau dapat sms beli 1 gratis 1,positive,Starbucks
Kalau tidak ada jangan di di tampilim di aplikasi,negative,Starbucks
Best place for hangout,positive,Starbucks
Goodd hospitalityy by Ms Kucakica,positive,Starbucks
Rude barista.,negative,Starbucks
Tempatnya nyaman.,positive,Starbucks
Kasirnya jutek sekali!! Minuman tidak sesuai request. Bad experience______,negative,Starbucks
Kurang baik dalam melayani pesanan online..buat driver kecewa..lebih d perbaiki kualitas pegawai nya,negative,Starbucks
Pelayanan sangat buruk. Tidak seperti reserve outlet lain. Bad attitude.,negative,Starbucks
Tidak ingin 2 kali ke starbucks sini.. Kapok pokoknya apalagi sama pelayanan nya...,negative,Starbucks
Akhirnya ke sini juga. Tempatnya enakeun walau terlihat agak kecil. Sabi buat kerja ataupun ngadem. Siapa tau ketemu jodoh yekan ~,positive,Starbucks
QR gopay tidak berfungsi cashbacknya. Mohon untuk manajemen ganti EDCnya jangan pakai gaja. Jika konsumen mau bayar pakai gopay. Kasih QR gopay. Jangan yang lain,positive,Starbucks
All good,positive,Starbucks
Abisss borong disc an __,positive,Starbucks
2x ke sini parah sekali servicenya. Ketus-ketus. Cepet berbenah kalian,negative,Starbucks
Kalau lg pingin ngopi tanpa ada yang ganggu.. Adem,positive,Starbucks
Order drink with soy milk and was given drink with normal milk... I have strong allergy for normal milk and that is dangerous for me. Bad uncareful service!,negative,Starbucks
Minum teh,positive,Starbucks
Tempatnya sangat nyaman untuk nongkrong,positive,Starbucks
A good place to hang over in Paskal mall.,positive,Starbucks
Yaaahhh adaaaaa .. ________,positive,Starbucks
Nyaman pool,positive,Starbucks
Bad experience staff Hasbi,negative,Starbucks
Barista + kasir tgl 29-12-2024 benar benar ya gabangetttt seumur2 pesen less ice gapernah dikasih sesedikit ini di starbucks manapun!!!,negative,Starbucks
Lama,negative,Starbucks
Tanpa konfirmasi orderan dibatalkan sepihak sama restoranya,negative,Starbucks
Untuk minumannya banyak yang tidak tersedia.,positive,Starbucks
Jaringan wifinya untuk ukuran starbucks sangat tidak memuaskan.,positive,Starbucks
Terrible customer experience.,negative,Starbucks
Smgat burk,negative,Starbucks
Mahal,negative,Starbucks
Tmp nongkrong favourite!!!,positive,Starbucks
Bad experience staff Hasbi,negative,Starbucks
Regas,negative,Starbucks
Antri lama,positive,Starbucks
Good beverages,positive,Starbucks
Cocol untuk meeting place,positive,Starbucks
Barista membiarkan orang lain membuka gelas pesanan orang . Mohon pihak management kembali mentraining barista kembali supaya hospitality starbuck terjaga. Terima kasih . Nama barista adittia.,negative,Starbucks
Orderan di lewat terus,negative,Starbucks
Cukup nyaman,positive,Starbucks
Tolong donk sekelas starbucks di mall P23 apalagi. Masa ac indoornya panas sekali terutama weekend. sudah lama sekali tidak diperbaikin.,negative,Starbucks
Kalau tidak niat buka sampe jam 9 jangan tulis di google jam 9 Setiap mau pesan fi jam 8 lebih selalu sudah close order,negative,Starbucks
Nyaman,positive,Starbucks
Good,positive,Starbucks
Buruk,negative,Starbucks
Best place to chill,positive,Starbucks
Baik,positive,Starbucks
One of the best spot to relax and enjoy your coffee selections ____________,positive,Starbucks
The service was bad. The waitress asked for aditional cost for oatmilk for the menu Ice Brown Sugar Oat Milk Shaken Espresso.,negative,Starbucks
Selalu ramai selalu tidak kebagian bangku terlebih sore hari dan weekend,positive,Starbucks
_____ __ __ Free wi-fi _____ ___ ___,positive,Starbucks
Excellent!,positive,Starbucks
Tempatnya nyaman,positive,Starbucks
Haram fatwa MUI,negative,Starbucks
Suasananya selalu nyaman,positive,Starbucks
Pelayanan LAMAAAAAAA.....,negative,Starbucks
Tydak ramah bintang satu,negative,Starbucks
Pelayanan sinis atas nama g____a rama. Cuma tanya menu breakfast saja jawabnya sinis dengan muka yang nyebelin. Lgsg ganti order ke cold brew,negative,Starbucks
Untuk yang di dalam pelayanannya sangat baik tetapi untuk tukang parkirnya pelayanannya sangat buruk. Membantu keluar motor tetapi sangat tidak ikhlas. Bahkan sampai ngatain saya orang tak berakal hanya karna saya lewat jalur yang kecil (motor bisa lewat). Mohon untuk pegawainya lebih dididik lagi untuk kenyamanan bersama juga.,negative,Starbucks
Cozy,positive,Starbucks
Tempat nya nyaman,positive,Starbucks
Ordinary starbuck standard ambience,positive,Starbucks
Lama menunggu dan tidak adil dalam pelayanan,negative,Starbucks
Staff was friendly and helpful greet thank you make me day,positive,Starbucks
Buset diminuman ada semut jiji,negative,Starbucks
SEKELAS SBUCKS MINIM COLOKAN?! ARE U SERIOUS!? ____,negative,Starbucks
Tempatnya lumayan luas & enak. tetapi sayang parkirannya kurang luas __,positive,Starbucks
The right place to enjoy every sip of your favourite coffee,positive,Starbucks
TOP .,positive,Starbucks
Cool place ____,positive,Starbucks
Cocok untuk ngumpul bareng teman dan ngerjaan tugas,positive,Starbucks
Starbucks cabang yang @PVJbandung kenapa tisue harus minta di counter ke petugas nya. Dan kenapa karyawan shift sore saat hari ini tidak bisa bahasa inggis sedikit pun. Mohon maaf yaa harus bilang seperti ini.,negative,Starbucks
Rude barista.,negative,Starbucks
Setidaknya ada orang yang kusus untuk pesanan yang online gojek grab sudah hampir 1jam belum juga di proses 20 orang ngantri Krn konsumen yang di layani DTG ke tempat di utamakan dlu sdgkn yang online ngantri GK ad ke pastian pdhl bkn makanan in hanya kopi' St botol kemasan Starbucks konsumen yang online ngeluhnya ke drever bkn pada resto nya kita kerja bkn mau nunggu lama antrian panjang dan se harus Nya ad perbaikan di penjualan online St kasir kurang gesit byk nunggu 2 perkerja sedikit 3 masih bingung tingkat kerja nya proses lama mohon di benah LG tuk menejemennya sebagai komando time,negative,Starbucks
Familiar,positive,Starbucks
Not my most fav sbux karena selalu crowded.. but overall ya sbux standard.. no further complain,positive,Starbucks
Beli cappucino rasa nya kaya kopi sachet,negative,Starbucks
Kota Cimahi hadir di Indonesia yang di bawa ke dokter kalau ngga dapet darah dan air asam yang lain adalah hasil pencarian anda yaitu di majalah male tersebut di atas sudah nanya ke arah yang berlawanan arah dengan cara yang tidak dapat dimuat di harian di majalah dewasa paling seru,positive,Starbucks
Tempat paling cociks di Cimahi buat kerja __,positive,Starbucks
Jelek,negative,Starbucks
Cozy starbucks,positive,Starbucks
Starbucks ternyaman menurutku dari beberapa tempat yang pernah saya kunjungi...,positive,Starbucks
Ngarugikeun batur,negative,Starbucks
Lobby Starbucks TSM tempat nunggu GoCar,positive,Starbucks
Tempatnya nyaman,positive,Starbucks
Nunggu lama,negative,Starbucks
Capuccino grande please..,positive,Starbucks
Kakak ade kasir... Kok km jutek dan serius sekali ? __ Ramah dikit jangan serius2 amat. Aku jd tidak tenang mau ordernya. Semangat ya km,positive,Starbucks
Terbaik,positive,Starbucks
Gara gara ada ajn saya males kesitu dan ini Starbucks dari israel,negative,Starbucks
Pelayanan cepet tempat strategis hebat,positive,Starbucks
Istirahat sejenak sambil menikmati segelas kopi...,positive,Starbucks
Kasir yang cowok jutek. tidak welcome.,negative,Starbucks
Bersih tempat ny. dan baik pelayanan ny,negative,Starbucks
Bersih tempat ny. dan baik pelayanan ny,negative,Starbucks
Cukup nyaman.,positive,Starbucks
Tanpa konfirmasi orderan dibatalkan sepihak sama restoranya,negative,Starbucks
Regas,negative,Starbucks
Hebat,positive,Starbucks
Mayan gede tempatnya buat nugas atau nongki2 gitu,positive,Starbucks
Cool,positive,Starbucks
Pelayanannya super lelet ...,negative,Starbucks
Pelayanannya kirang,negative,Starbucks
Tidak ingin 2 kali ke starbucks sini.. Kapok pokoknya apalagi sama pelayanan nya...,negative,Starbucks
Teu rame sepi,negative,Starbucks
Nice place,positive,Starbucks
Pasti __ buat yang coffee addict,positive,Starbucks
Try to be friendly and adorable. Need more hospitality. This is Starbucks!,negative,Starbucks
Tanpa konfirmasi orderan dibatalkan sepihak sama restoranya,negative,Starbucks
Pelayan atau barista so kece itu ngasih minuman di gebrek di meja__ tolong di training lagi y cowo shift sore atau malem jam 20:07 hari minggu sbx pvj (tertawa) LoL,negative,Starbucks
Pegawainya sangat ramah. Tempat luas. Ada smoking dan nonsmoking area. Lokasi di samping Lobi Pintu Plaza.,positive,Starbucks
Original from starbucks,positive,Starbucks
Tempaat ngerjain tugas pas zaman kuliah duluu,positive,Starbucks
Dtg pas tgl 22 tumbler day mayan 50%,positive,Starbucks
Tanpa konfirmasi orderan dibatalkan sepihak sama restoranya,negative,Starbucks
Untuk yang di dalam pelayanannya sangat baik tetapi untuk tukang parkirnya pelayanannya sangat buruk. Membantu keluar motor tetapi sangat tidak ikhlas. Bahkan sampai ngatain saya orang tak berakal hanya karna saya lewat jalur yang kecil (motor bisa lewat). Mohon untuk pegawainya lebih dididik lagi untuk kenyamanan bersama juga.,negative,Starbucks
Ac nya perhatiin . Agak panas,positive,Starbucks
Staffs are friendly and quick. Good place to sit relax a d sip a cup of coffee,positive,Starbucks
Nunggu lama,negative,Starbucks
Salah satu Starbucks yang Baristanya ramah-ramah dan friendly. Yang kurang enak adalah layout tempat duduknya yang terkesan menumpuk dan kursi (khususnya sofa) yang suka berantakan. Mungkin karena di sana sibuk terus baristanya dan tidak ada kesadaran dari pengunjung yang suka pindahin kursi biar bisa satu meja sama temannya.,positive,Starbucks
Baik kaka,positive,Starbucks
Jelek,negative,Starbucks
Beli cappucino rasa nya kaya kopi sachet,negative,Starbucks
Hari jumat 20 des say order take away tpi barangnya ada yang kurang .mohon ketelitiannya,negative,Starbucks
Nunggu lama,negative,Starbucks
Pelayanan lama,negative,Starbucks
Pelayanan LAMAAAAAAA.....,negative,Starbucks
Tidak lagi_ saya ke ST Paskal. ST paling buruk di bdg Mana judes sekali si kakak nya ____,negative,Starbucks
Starbuck good cofee good hot chocolate,positive,Starbucks
Teu rame sepi,negative,Starbucks
Tempat nongkrong enak....apalagi kalau ad promo.....______,positive,Starbucks
Pelayanannya kirang,negative,Starbucks
Yahhh sama lah sama Starbucks pada umumnya...,positive,Starbucks
Menyenangkan buat ngobrolin skripsian dan karir __. Tempatnya cozy untuk minumanya ya standar lah seperti starbuck pada umumnya saja.,positive,Starbucks
Baristanya super jutek sangat tidak welcome sekali. Bad sekali..,negative,Starbucks
Tempat duduk saat weekend sangat kurang Dan penuh sesak pengunjung maklum brand Starbucks,positive,Starbucks
Hari jumat 20 des say order take away tpi barangnya ada yang kurang .mohon ketelitiannya,negative,Starbucks
Pelayanan LAMAAAAAAA.....,negative,Starbucks
Starbucks cabang yang @PVJbandung kenapa tisue harus minta di counter ke petugas nya. Dan kenapa karyawan shift sore saat hari ini tidak bisa bahasa inggis sedikit pun. Mohon maaf yaa harus bilang seperti ini.,negative,Starbucks
Kalau tidak niat buka sampe jam 9 jangan tulis di google jam 9 Setiap mau pesan fi jam 8 lebih selalu sudah close order,negative,Starbucks
Terlalu sempit tetapi okelah,positive,Starbucks
Weekand rame.,positive,Starbucks
Pesen vanilla sweet cream coldbrew. Ada indrigients yang kurang.. heavy creamnya kemanaaa. Komunikasi kk kalau indrigientsnya ada yang missing.,negative,Starbucks
Bersih tempat ny. dan baik pelayanan ny,negative,Starbucks
Nice place to hangout,positive,Starbucks
Banyak nyamukk,positive,Starbucks
Pelayanan buruk dari barista nya kalau pelayanan buruk gtu bisa bisa hancur Jangan mentang mentang sudah jadi coffe shop besar bisa seenaknya,negative,Starbucks
Suasananya menyenangkan sambil menikmati ramainya jalan,positive,Starbucks
Kurang baik dalam melayani pesanan online..buat driver kecewa..lebih d perbaiki kualitas pegawai nya,negative,Starbucks
Tempatnya nyaman,positive,Starbucks
Enjoyed!,positive,Starbucks
It is nice being here. However sometimes the wifi does not work properly,positive,Starbucks
Barista + kasir tgl 29-12-2024 benar benar ya gabangetttt seumur2 pesen less ice gapernah dikasih sesedikit ini di starbucks manapun!!!,negative,Starbucks
Selalu jd tempat yang menyenangkan buat nonkrong. I love it!!!!,positive,Starbucks
Pintu lama sekali tidak dibener2in,positive,Starbucks
Jelek,negative,Starbucks
Pelayanan buruk dari barista nya kalau pelayanan buruk gtu bisa bisa hancur Jangan mentang mentang sudah jadi coffe shop besar bisa seenaknya,negative,Starbucks
Kalau tidak niat buka sampe jam 9 jangan tulis di google jam 9 Setiap mau pesan fi jam 8 lebih selalu sudah close order,negative,Starbucks
Love it.. Walau kdg ngk dpt tmpt duduk ha ha ha,positive,Starbucks
They refuse to turn the AC on. It’s so uncomfortable. Go to Kopi kenigan they have AC.,negative,Starbucks
Kasirnya jutek sekali!! Minuman tidak sesuai request. Bad experience______,negative,Starbucks
PELAYANAN SANGAT BURUK DAN SANGAT LAMA,negative,Starbucks
Baristanya super jutek sangat tidak welcome sekali. Bad sekali..,negative,Starbucks
Bukan penggemar kopi mahal,negative,Starbucks
Pelayanan LAMAAAAAAA.....,negative,Starbucks
Resto sampah..kalau tidak mau ada driver online..jangan jualan online boss,negative,Starbucks
Full saja disini,positive,Starbucks
Saya sebagai driver Shopee sangat kecewa menu tidak ada aplikasi nya d buka sangat merugikan driver dah jauh jauh saya datang menunya tidak ada tidak menghargai driver dah jauh jauh datang jd satu ya terpaksa d cancel sama pihak resto,negative,Starbucks
Best,positive,Starbucks
BIG NO,negative,Starbucks
Pegawainya kurang ramah,negative,Starbucks
Orderan di lewat terus,negative,Starbucks
Great,positive,Starbucks
Menerapkan protokol kesehatan yang ketat dan dengan pelaksanaan yang baik dan rapi,positive,Starbucks
Barista membiarkan orang lain membuka gelas pesanan orang . Mohon pihak management kembali mentraining barista kembali supaya hospitality starbuck terjaga. Terima kasih . Nama barista adittia.,negative,Starbucks
Juaranya atuh ini mah,positive,Starbucks
Another favoritooo starbucks I ever visited! I really loved the ambiences because I feel relax and warm while enjoying afternoon snacks there. Looking outside from the big window and watching people walked around the street makes me really happy. Would be really happy if I could visit this starbucks again!__,positive,Starbucks
Starbucks baru di Cimahi.tempat luas dan nyaman. Ada pilihan indoor dan outdoor seating area. Toilet bersih. Sayang sekali tidak ada mushola. Semoga segera disediakan mushola oleh pengelola.,positive,Starbucks
Jelek,negative,Starbucks
Pelayanan kak dewi (cashier) jutek sekali. Sedih !,negative,Starbucks
They refuse to turn the AC on. It’s so uncomfortable. Go to Kopi kenigan they have AC.,negative,Starbucks
Great service,positive,Starbucks
Baristanya ramah,positive,Starbucks
Tempatnya nyaman untuk ngobrol2 n menghilangkan penat stlh seharian melakukan aktifitas dlm bekerja.,positive,Starbucks
Baik,positive,Starbucks
Pelayanan buruk dari barista nya kalau pelayanan buruk gtu bisa bisa hancur Jangan mentang mentang sudah jadi coffe shop besar bisa seenaknya,negative,Starbucks
Good coffee quality,positive,Starbucks
Jam 9 uda closingan pdhl hrusnya jam 10 malem,negative,Starbucks
Kasir yang cowok jutek. tidak welcome.,negative,Starbucks
It's a Starbucks as it is but this place isn't an excellent place for WiFi because it's really slow.,positive,Starbucks
Rude barista.,negative,Starbucks
SB,positive,Starbucks
Tidak ada musholla sehingga kurang cocok untuk terlalu lama disini.,positive,Starbucks
The internet is so slow and disconnected frequently. Please fix it and I'll amend my rating,negative,Starbucks
Enak tempat enak kopi kurang di ac...,positive,Starbucks
Place to go kalau pagi pagi ingin enjoying me time,positive,Starbucks
Bersih tempat ny. dan baik pelayanan ny,negative,Starbucks
Kasir yang cowok jutek. tidak welcome.,negative,Starbucks
Gara gara ada ajn saya males kesitu dan ini Starbucks dari israel,negative,Starbucks
Starbuck paling aneh bertahun2 saya datang tidak ada musiknya. Jadi berisik kalau ada yang ngobrol apalagi yang baea bocil,negative,Starbucks
Setidaknya ada orang yang kusus untuk pesanan yang online gojek grab sudah hampir 1jam belum juga di proses 20 orang ngantri Krn konsumen yang di layani DTG ke tempat di utamakan dlu sdgkn yang online ngantri GK ad ke pastian pdhl bkn makanan in hanya kopi' St botol kemasan Starbucks konsumen yang online ngeluhnya ke drever bkn pada resto nya kita kerja bkn mau nunggu lama antrian panjang dan se harus Nya ad perbaikan di penjualan online St kasir kurang gesit byk nunggu 2 perkerja sedikit 3 masih bingung tingkat kerja nya proses lama mohon di benah LG tuk menejemennya sebagai komando time,negative,Starbucks
Ebak tetapi penuh (tersenyum),positive,Starbucks
Bikin kopi sambil beberes. Emangnya di rumah.,negative,Starbucks
Baik,positive,Starbucks
Enak buat nugas+ nongkrong.,positive,Starbucks
Tempat santai ngopi di mall paskal 23. Ketemu klien dan teman teman . Barista yang baik dan cepat .,positive,Starbucks
Buatnya lama,negative,Starbucks
Saya tidak suka selalu dapat pesan promo,negative,Starbucks
BUTUT!!,negative,Starbucks
Pelayanan super LELET....,negative,Starbucks
Tolong donk sekelas starbucks di mall P23 apalagi. Masa ac indoornya panas sekali terutama weekend. sudah lama sekali tidak diperbaikin.,negative,Starbucks
Poor service wrong order again and again only in sb living plaza,negative,Starbucks
It is just like another Starbucks. It has tables which are suitable for having a small meeting for ten people. It also provides power sockets if you're running out of battery.,positive,Starbucks
Very good services,positive,Starbucks
BIG NO,negative,Starbucks
Buatnya lama,negative,Starbucks
Starbucks cabang yang @PVJbandung kenapa tisue harus minta di counter ke petugas nya. Dan kenapa karyawan shift sore saat hari ini tidak bisa bahasa inggis sedikit pun. Mohon maaf yaa harus bilang seperti ini.,negative,Starbucks
Lama menunggu dan tidak adil dalam pelayanan,negative,Starbucks
Lumayan,positive,Starbucks
Agak sempit,positive,Starbucks
